"","Sales_Rep","Business","Age","Female","Years","College","Certficates","Feedback","Salary","NPS","Diplomat","Explorer","Sentinel","Analyst"
"7586",7586,0,28,0,7,1,4,2.23,69000,9,0,1,0,0
"7592",7592,0,40,1,5,1,2,3.55,67000,8,1,0,0,0
"7594",7594,0,24,1,1,1,2,4,53200,5,0,0,0,1
"7595",7595,0,48,1,1,1,1,2.51,68400,6,1,0,0,0
"7596",7596,0,35,1,2,1,1,1.64,66000,5,0,1,0,0
"7597",7597,0,47,1,1,1,2,1.23,62600,5,0,1,0,0
"7599",7599,0,38,1,2,1,1,3.08,53400,7,0,1,0,0
"7600",7600,0,55,1,13,1,4,3.14,133000,10,1,0,0,0
"7602",7602,0,52,0,2,1,1,3.15,98000,5,0,1,0,0
"7603",7603,0,34,1,1,1,0,4,70200,6,1,0,0,0
"7605",7605,0,45,1,5,0,1,1.95,45000,4,0,0,0,1
"7608",7608,0,50,0,2,1,3,1.19,65000,3,0,0,0,1
"7610",7610,0,25,0,2,1,1,2.11,38000,4,0,0,1,0
"7611",7611,0,50,0,2,1,2,1.2,67000,4,0,1,0,0
"7614",7614,0,59,0,2,1,3,2.84,105000,9,1,0,0,0
"7615",7615,0,36,0,2,1,0,1.42,36000,2,0,0,1,0
"7619",7619,0,46,0,9,1,3,4,114000,9,0,1,0,0
"7623",7623,0,49,0,2,1,0,1.13,59000,4,0,1,0,0
"7625",7625,0,38,0,6,0,5,3.82,135000,9,0,1,0,0
"7629",7629,0,26,0,2,1,0,3.05,50000,5,1,0,0,0
"7631",7631,0,54,1,2,1,4,3.66,87200,10,1,0,0,0
"7632",7632,0,43,1,1,1,3,2.46,76400,6,1,0,0,0
"7633",7633,0,40,1,2,1,1,2.36,46000,3,1,0,0,0
"7634",7634,0,37,1,2,1,5,3.22,67600,7,0,0,0,1
"7635",7635,0,55,1,1,1,5,1.13,81000,10,0,1,0,0
"7636",7636,0,36,0,3,1,1,3.8,84000,6,1,0,0,0
"7637",7637,0,46,0,8,1,0,2.6,79000,9,1,0,0,0
"7638",7638,0,51,1,2,1,5,2.14,76800,7,0,0,1,0
"7643",7643,0,46,1,3,1,4,2.47,72800,7,1,0,0,0
"7644",7644,0,44,0,2,1,4,2.77,87000,10,0,1,0,0
"7645",7645,0,63,0,2,1,2,3.03,87000,5,0,1,0,0
"7646",7646,0,50,0,1,1,1,1.55,79000,6,0,1,0,0
"7647",7647,0,58,1,1,0,2,1.75,53400,4,0,1,0,0
"7648",7648,0,28,1,2,1,4,2.92,73400,5,1,0,0,0
"7662",7662,0,62,0,9,1,0,1.79,80000,8,0,1,0,0
"7664",7664,0,41,1,2,1,4,3.54,79800,7,0,1,0,0
"7666",7666,0,62,0,1,0,2,2.36,53000,7,0,1,0,0
"7670",7670,0,28,0,2,1,2,1.18,58000,5,1,0,0,0
"7671",7671,0,58,1,2,1,3,4,93400,7,1,0,0,0
"7672",7672,0,26,1,5,0,1,2.65,43800,5,0,1,0,0
"7673",7673,0,38,1,2,1,3,2.19,56400,7,0,1,0,0
"7674",7674,0,44,0,6,1,5,3.39,110000,8,0,0,1,0
"7677",7677,0,63,0,1,1,4,4,77000,5,0,0,1,0
"7678",7678,0,60,1,2,1,2,2.84,96000,10,1,0,0,0
"7681",7681,0,40,0,3,1,2,3.57,78000,10,1,0,0,0
"7683",7683,0,30,1,2,1,6,4,113000,9,0,1,0,0
"7685",7685,0,41,0,7,0,4,2.44,97000,8,1,0,0,0
"7686",7686,0,53,0,2,1,1,2.25,74000,3,0,0,0,1
"7688",7688,0,51,1,1,1,3,3.28,61800,4,0,1,0,0
"7690",7690,0,53,0,2,0,3,1.4,60000,4,0,1,0,0
"7691",7691,0,33,0,2,0,1,2.2,55000,8,0,1,0,0
"7693",7693,0,28,0,7,1,2,1.93,56000,5,0,1,0,0
"7694",7694,0,29,0,1,1,2,3.27,50000,4,0,0,1,0
"7695",7695,0,34,1,2,0,6,1.7,73200,9,1,0,0,0
"7705",7705,0,57,0,2,1,2,2.62,106000,7,0,1,0,0
"7706",7706,0,33,1,5,1,5,4,89400,10,0,1,0,0
"7707",7707,0,60,0,2,1,2,2,97000,5,1,0,0,0
"7708",7708,0,56,0,1,1,2,4,105000,8,1,0,0,0
"7714",7714,0,57,0,2,1,1,1.4,64000,4,1,0,0,0
"7716",7716,0,48,0,1,0,5,1.73,69000,9,1,0,0,0
"7717",7717,0,31,0,10,1,6,1.33,96000,9,1,0,0,0
"7718",7718,0,30,0,6,1,1,2.38,59000,6,1,0,0,0
"7721",7721,0,36,0,1,1,3,3.87,85000,10,0,1,0,0
"7722",7722,0,59,0,2,1,1,3.21,80000,6,1,0,0,0
"7723",7723,0,50,1,1,1,3,1.19,48000,3,0,0,1,0
"7724",7724,0,52,1,2,1,4,3.08,116600,9,0,1,0,0
"7726",7726,0,26,0,1,1,3,4,87000,6,0,1,0,0
"7727",7727,0,29,0,2,1,3,2.76,69000,4,0,0,1,0
"7728",7728,0,32,0,2,0,2,2.04,59000,3,1,0,0,0
"7733",7733,0,28,0,1,1,1,1.79,46000,3,0,1,0,0
"7738",7738,0,34,1,1,1,5,4,84200,9,0,0,1,0
"7739",7739,0,60,0,1,1,2,2.73,93000,9,1,0,0,0
"7741",7741,0,50,0,1,0,3,3.52,120000,8,1,0,0,0
"7742",7742,0,56,1,7,1,3,2.97,57800,7,1,0,0,0
"7743",7743,0,25,1,2,1,1,2.34,59000,5,1,0,0,0
"7744",7744,0,39,0,11,0,5,2.47,68000,7,1,0,0,0
"7745",7745,0,52,1,2,1,1,2.69,81600,8,0,1,0,0
"7746",7746,0,40,0,1,1,2,3.68,99000,9,0,1,0,0
"7747",7747,0,36,0,1,1,1,2.41,50000,3,0,0,1,0
"7755",7755,0,25,0,2,1,3,2.43,55000,5,1,0,0,0
"7756",7756,0,25,0,1,1,2,2.87,65000,4,0,0,1,0
"7757",7757,0,58,1,2,1,1,3.83,65400,8,0,1,0,0
"7759",7759,0,45,1,2,1,1,1.97,71000,6,1,0,0,0
"7762",7762,0,42,0,1,0,3,1.77,62000,4,0,1,0,0
"7763",7763,0,61,1,8,1,1,3.42,62800,9,0,1,0,0
"7764",7764,0,65,1,2,1,2,2.61,73000,8,1,0,0,0
"7765",7765,0,58,1,1,1,4,1.89,62400,4,0,0,0,1
"7769",7769,0,56,0,1,1,1,2.46,59000,5,0,0,1,0
"7770",7770,0,55,0,2,1,2,3.11,98000,8,0,1,0,0
"7773",7773,0,53,1,2,1,3,2.94,111400,7,1,0,0,0
"7774",7774,0,50,0,2,1,1,4,50000,5,0,0,1,0
"7776",7776,0,62,0,10,1,2,3.16,125000,9,0,1,0,0
"7777",7777,0,37,1,2,0,3,1.13,55600,6,0,1,0,0
"7778",7778,0,41,0,9,1,4,4,85000,10,0,0,0,1
"7779",7779,0,35,1,1,1,2,3.5,67000,7,0,1,0,0
"7782",7782,0,35,0,1,0,2,1.8,54000,5,0,1,0,0
"7783",7783,0,29,0,1,1,2,4,67000,7,0,1,0,0
"7785",7785,0,64,0,7,0,3,2.61,63000,9,0,0,1,0
"7788",7788,0,61,0,2,1,2,4,101000,10,0,1,0,0
"7790",7790,0,42,0,2,1,3,2.71,73000,5,0,0,1,0
"7791",7791,0,26,0,9,1,1,2.05,57000,4,1,0,0,0
"7793",7793,0,44,0,2,1,2,1.69,74000,4,0,0,1,0
"7802",7802,0,38,0,1,0,4,2.24,82000,8,1,0,0,0
"7803",7803,0,49,0,2,0,2,2.29,61000,7,0,0,1,0
"7804",7804,0,31,0,2,1,6,2.14,85000,9,0,1,0,0
"7806",7806,0,49,1,1,1,1,1.46,45200,3,0,0,0,1
"7811",7811,0,40,0,1,1,3,3.42,80000,5,1,0,0,0
"7812",7812,0,65,1,4,1,3,3.27,87000,10,1,0,0,0
"7813",7813,0,26,1,6,1,0,1.61,54800,5,0,1,0,0
"7819",7819,0,29,1,1,1,2,1.2,47200,3,0,0,1,0
"7821",7821,0,57,1,2,1,3,2.49,91600,7,1,0,0,0
"7822",7822,0,33,1,1,0,1,1.81,38400,3,0,0,0,1
"7823",7823,0,58,0,2,0,0,2.15,36000,4,0,0,1,0
"7824",7824,0,64,1,1,1,2,4,79200,9,0,1,0,0
"7825",7825,0,39,1,2,1,3,2.6,63200,7,1,0,0,0
"7826",7826,0,64,0,2,1,1,2.29,62000,3,0,1,0,0
"7827",7827,0,37,1,1,0,0,3.19,55600,3,0,1,0,0
"7829",7829,0,45,1,2,1,6,2.82,82000,7,1,0,0,0
"7832",7832,0,30,0,3,0,1,3.94,51000,9,1,0,0,0
"7834",7834,0,55,1,2,1,3,2.75,52000,9,0,1,0,0
"7835",7835,0,48,1,1,1,5,1.42,69400,5,0,0,1,0
"7836",7836,0,24,0,2,1,2,3.04,65000,5,1,0,0,0
"7837",7837,0,26,0,1,0,3,3.12,53000,3,0,1,0,0
"7838",7838,0,65,0,6,1,2,2.22,68000,9,0,1,0,0
"7841",7841,0,56,0,1,1,1,2.8,80000,3,0,1,0,0
"7845",7845,0,57,1,2,0,6,3.57,92600,8,1,0,0,0
"7851",7851,0,47,0,2,1,1,1.99,54000,3,0,1,0,0
"7852",7852,0,42,0,1,1,1,2.62,85000,5,1,0,0,0
"7853",7853,0,47,0,1,1,4,1.23,73000,6,0,0,1,0
"7854",7854,0,56,0,5,1,0,4,102000,8,1,0,0,0
"7855",7855,0,41,1,2,0,0,2.27,40800,3,0,0,0,1
"7858",7858,0,41,1,8,1,3,1.46,75800,10,1,0,0,0
"7859",7859,0,56,1,2,1,1,3.35,73800,8,1,0,0,0
"7862",7862,0,59,1,10,1,0,1.29,51200,5,0,1,0,0
"7867",7867,0,60,1,2,0,3,4,77000,5,1,0,0,0
"7870",7870,0,53,0,3,1,1,3.18,60000,4,1,0,0,0
"7874",7874,0,40,1,2,1,1,3.64,51000,6,0,0,0,1
"7875",7875,0,48,0,5,1,3,4,112000,10,0,1,0,0
"7878",7878,0,41,0,12,0,6,1.51,106000,8,0,1,0,0
"7879",7879,0,34,1,2,1,1,2.05,52200,5,0,1,0,0
"7880",7880,0,54,0,1,1,5,1.94,62000,7,0,0,0,1
"7882",7882,0,41,0,1,1,5,1.6,116000,6,1,0,0,0
"7884",7884,0,31,0,4,1,1,1.97,70000,3,0,1,0,0
"7887",7887,0,25,1,2,1,3,3.5,54000,4,0,0,0,1
"7890",7890,0,58,1,1,1,2,2.36,65400,5,0,1,0,0
"7893",7893,0,43,1,2,1,6,2.42,132400,10,1,0,0,0
"7895",7895,0,45,1,2,1,4,1.93,102000,7,0,1,0,0
"7899",7899,0,58,1,2,1,2,3.39,72400,6,1,0,0,0
"7901",7901,0,26,0,1,1,0,2.55,38000,4,0,1,0,0
"7902",7902,0,45,0,2,1,2,2.42,69000,5,0,1,0,0
"7904",7904,0,25,1,2,1,4,4,80000,9,1,0,0,0
"7906",7906,0,51,0,1,1,3,3.95,130000,7,1,0,0,0
"7907",7907,0,60,0,11,1,2,3.48,71000,5,0,0,0,1
"7908",7908,0,37,0,2,0,2,3.51,68000,7,1,0,0,0
"7909",7909,0,40,0,1,1,2,1.75,70000,6,0,1,0,0
"7910",7910,0,41,1,7,1,4,2.25,71800,8,1,0,0,0
"7911",7911,0,43,0,1,1,2,3.51,98000,7,0,0,1,0
"7912",7912,0,48,0,1,1,0,3.92,109000,6,0,1,0,0
"7913",7913,0,24,1,2,0,2,1.91,50200,4,0,0,0,1
"7918",7918,0,52,1,1,1,1,2.62,82600,7,0,1,0,0
"7922",7922,0,49,0,2,1,3,1.58,90000,8,0,1,0,0
"7923",7923,0,53,0,2,0,0,1.94,64000,3,0,1,0,0
"7924",7924,0,31,0,4,1,0,3.27,65000,6,0,1,0,0
"7925",7925,0,57,0,2,0,5,1.64,106000,6,0,1,0,0
"7926",7926,0,48,1,1,1,4,2.78,82400,7,0,0,1,0
"7927",7927,0,53,0,11,1,1,2,67000,7,0,0,1,0
"7928",7928,0,40,0,2,0,5,2.25,60000,5,0,0,1,0
"7929",7929,0,48,0,2,1,4,2,81000,6,0,1,0,0
"7930",7930,0,53,0,1,1,3,4,125000,10,1,0,0,0
"7932",7932,0,28,1,2,1,1,2.81,52400,4,1,0,0,0
"7935",7935,0,31,0,2,1,3,1.54,78000,5,1,0,0,0
"7936",7936,0,32,0,5,0,1,1.13,37000,4,0,0,1,0
"7938",7938,0,33,1,1,1,5,1.67,70400,10,1,0,0,0
"7939",7939,0,29,0,2,1,2,2.92,64000,6,1,0,0,0
"7944",7944,0,56,1,6,1,3,1.74,87800,6,0,1,0,0
"7945",7945,0,59,0,1,1,1,3.13,89000,4,0,1,0,0
"7946",7946,0,27,1,3,0,3,1.38,54600,5,1,0,0,0
"7952",7952,0,53,0,11,1,2,4,108000,9,1,0,0,0
"7953",7953,0,44,0,5,1,3,2.86,113000,10,0,1,0,0
"7955",7955,0,61,0,2,0,1,3.4,61000,5,0,0,1,0
"7956",7956,0,30,0,2,0,2,4,78000,7,0,1,0,0
"7958",7958,0,24,1,7,1,1,2.12,50200,7,0,1,0,0
"7959",7959,0,64,0,1,1,0,2.25,87000,6,0,1,0,0
"7960",7960,0,49,1,2,1,4,2.1,89200,9,0,1,0,0
"7962",7962,0,29,0,1,0,0,2.72,63000,4,1,0,0,0
"7963",7963,0,57,1,1,1,3,3.62,83600,9,1,0,0,0
"7964",7964,0,32,0,10,1,1,1.56,51000,5,1,0,0,0
"7967",7967,0,32,0,2,0,5,3.47,68000,8,0,1,0,0
"7968",7968,0,50,1,1,0,6,2.01,64000,6,0,0,1,0
"7972",7972,0,48,1,1,1,1,3.13,66400,4,1,0,0,0
"7973",7973,0,44,1,2,0,1,1.54,58200,4,0,1,0,0
"7976",7976,0,47,0,2,1,3,3.78,78000,5,0,0,0,1
"7978",7978,0,56,0,10,1,3,3.33,85000,10,0,1,0,0
"7980",7980,0,26,0,1,1,3,3.33,82000,6,0,1,0,0
"7981",7981,0,37,0,1,1,1,3.05,71000,8,0,1,0,0
"7982",7982,0,35,0,1,1,0,4,93000,5,0,1,0,0
"7983",7983,0,36,0,1,1,0,1.99,81000,4,0,1,0,0
"7986",7986,0,59,0,2,1,0,1.42,77000,3,0,1,0,0
"7987",7987,0,46,0,2,0,5,1.25,92000,8,0,1,0,0
"7988",7988,0,42,0,1,1,1,4,99000,6,1,0,0,0
"7989",7989,0,38,1,4,1,3,3.07,84400,7,0,1,0,0
"7992",7992,0,63,1,1,0,2,1.69,40400,2,0,0,1,0
"7994",7994,0,32,1,1,1,2,1.82,53600,5,0,0,1,0
"7995",7995,0,62,0,1,0,2,2.03,63000,3,1,0,0,0
"7997",7997,0,64,1,2,1,1,3.07,61200,6,0,1,0,0
"7998",7998,0,30,0,2,1,4,2.55,83000,7,1,0,0,0
"8001",8001,0,58,1,1,0,3,1.27,51400,8,0,1,0,0
"8004",8004,0,26,1,1,1,5,2.34,54800,9,1,0,0,0
"8005",8005,0,53,1,2,0,6,2.22,61400,7,0,0,0,1
"8006",8006,0,64,0,5,1,1,2.33,62000,8,0,1,0,0
"8009",8009,0,63,0,1,1,1,3.82,75000,6,1,0,0,0
"8010",8010,0,35,1,10,1,1,2.09,60000,8,0,1,0,0
"8012",8012,0,25,0,2,1,4,2.96,82000,9,0,1,0,0
"8013",8013,0,63,0,1,1,5,3.99,114000,8,0,1,0,0
"8014",8014,0,53,0,7,1,6,1.17,112000,9,1,0,0,0
"8015",8015,0,28,1,8,1,3,3.59,84400,9,0,1,0,0
"8018",8018,0,29,0,7,1,1,2.22,43000,6,0,1,0,0
"8019",8019,0,33,0,2,1,1,3.47,48000,4,0,0,1,0
"8020",8020,0,52,1,1,1,1,2.29,53600,4,0,0,0,1
"8022",8022,0,63,0,3,0,2,4,79000,7,0,1,0,0
"8025",8025,0,32,0,1,1,4,2.15,87000,5,1,0,0,0
"8027",8027,0,50,1,1,1,6,2.08,86000,9,0,0,0,1
"8030",8030,0,36,0,3,1,2,2.25,89000,4,1,0,0,0
"8033",8033,0,38,0,1,1,4,2.94,93000,6,0,0,0,1
"8037",8037,0,45,0,2,1,2,1.38,73000,9,1,0,0,0
"8038",8038,0,28,1,7,1,6,2.24,68400,9,0,1,0,0
"8041",8041,0,55,1,2,1,0,3.7,79000,4,0,0,0,1
"8042",8042,0,37,0,4,1,4,3.14,101000,9,1,0,0,0
"8044",8044,0,56,0,2,1,1,2.6,80000,5,0,0,1,0
"8049",8049,0,41,0,1,1,0,2.36,82000,4,0,1,0,0
"8051",8051,0,37,0,2,1,0,1.16,54000,2,0,1,0,0
"8052",8052,0,60,1,1,1,1,3.02,46000,3,0,1,0,0
"8058",8058,0,64,0,2,1,0,3.24,89000,4,1,0,0,0
"8060",8060,0,44,1,1,1,2,2.8,57200,4,0,1,0,0
"8061",8061,0,55,0,2,1,1,2.96,68000,5,1,0,0,0
"8062",8062,0,49,1,8,1,0,2.86,90200,6,1,0,0,0
"8063",8063,0,32,0,1,1,0,3.52,38000,2,0,0,1,0
"8066",8066,0,58,0,1,1,2,1.97,71000,6,1,0,0,0
"8067",8067,0,45,0,2,1,3,2.83,52000,5,0,0,0,1
"8074",8074,0,42,0,2,1,2,3.09,62000,2,0,0,0,1
"8076",8076,0,50,1,2,1,3,1.47,83000,5,1,0,0,0
"8077",8077,0,64,0,2,1,3,2.56,88000,5,0,1,0,0
"8080",8080,0,50,1,6,0,5,3.56,101000,8,1,0,0,0
"8081",8081,0,63,0,12,1,1,2.32,81000,8,0,1,0,0
"8088",8088,0,50,0,1,0,1,3.26,54000,3,0,0,1,0
"8092",8092,0,42,1,2,1,3,3.03,84600,8,0,1,0,0
"8095",8095,0,37,1,1,1,3,4,94600,7,0,1,0,0
"8097",8097,0,44,0,12,1,2,1.99,103000,5,0,1,0,0
"8099",8099,0,63,0,10,1,4,2.54,128000,9,1,0,0,0
"8101",8101,0,46,1,2,1,4,3.96,106800,9,0,1,0,0
"8103",8103,0,32,0,4,1,1,3.34,71000,8,0,1,0,0
"8108",8108,0,42,1,2,1,3,1.59,94600,8,0,1,0,0
"8109",8109,0,36,0,2,1,1,4,68000,6,0,0,0,1
"8110",8110,0,25,1,1,1,1,1.38,43000,3,0,0,0,1
"8111",8111,0,37,0,8,1,5,2.56,107000,9,1,0,0,0
"8112",8112,0,31,1,1,1,2,4,68800,6,0,1,0,0
"8113",8113,0,25,0,1,1,1,4,69000,10,1,0,0,0
"8115",8115,0,51,0,1,1,4,2.46,76000,5,1,0,0,0
"8116",8116,0,25,0,4,0,2,1.37,44000,4,0,1,0,0
"8117",8117,0,28,0,2,0,2,3.97,53000,6,1,0,0,0
"8119",8119,0,55,0,1,0,2,2.43,56000,3,0,0,1,0
"8120",8120,0,49,0,1,1,3,4,112000,9,1,0,0,0
"8122",8122,0,34,1,2,1,1,3.68,88200,10,1,0,0,0
"8124",8124,0,40,0,2,1,2,1.29,59000,4,1,0,0,0
"8127",8127,0,37,1,1,1,1,2.64,57600,5,0,0,1,0
"8128",8128,0,59,0,2,0,4,1.65,77000,5,0,1,0,0
"8129",8129,0,41,1,2,1,2,3.01,89800,7,1,0,0,0
"8132",8132,0,25,0,8,1,0,4,66000,9,0,1,0,0
"8135",8135,0,60,1,1,1,4,2.35,76000,8,0,1,0,0
"8136",8136,0,25,1,8,1,1,3.05,76000,4,0,0,0,1
"8139",8139,0,50,0,1,1,0,1.7,76000,4,0,1,0,0
"8142",8142,0,43,0,2,0,1,1.51,40000,4,0,1,0,0
"8144",8144,0,64,0,9,1,3,1.93,54000,5,0,0,0,1
"8147",8147,0,52,0,4,1,0,2.45,81000,4,0,1,0,0
"8148",8148,0,62,1,3,1,0,2.9,36600,3,0,0,1,0
"8150",8150,0,25,0,8,0,4,1.18,63000,9,1,0,0,0
"8153",8153,0,62,0,2,1,0,4,65000,6,1,0,0,0
"8154",8154,0,59,0,2,0,5,1.55,103000,10,1,0,0,0
"8155",8155,0,60,1,2,1,3,1.39,73000,8,0,1,0,0
"8164",8164,0,54,0,1,0,5,2.69,143000,9,0,1,0,0
"8169",8169,0,63,1,2,1,3,3.61,93400,7,1,0,0,0
"8170",8170,0,33,0,2,1,0,1.83,74000,3,0,1,0,0
"8172",8172,0,50,1,2,1,1,4,68000,9,1,0,0,0
"8173",8173,0,50,1,9,1,2,2.32,57000,7,0,1,0,0
"8174",8174,0,56,1,2,1,4,2.91,63800,9,1,0,0,0
"8175",8175,0,41,1,2,1,2,2.17,75800,6,0,1,0,0
"8176",8176,0,58,0,3,0,4,2.74,72000,9,0,0,1,0
"8178",8178,0,27,1,1,1,1,1.53,37600,3,0,0,0,1
"8181",8181,0,50,1,12,1,2,1.67,99000,6,0,1,0,0
"8183",8183,0,57,0,5,0,1,2.32,58000,6,0,1,0,0
"8184",8184,0,60,0,5,0,0,2.49,56000,5,0,1,0,0
"8186",8186,0,59,0,1,1,2,2.49,82000,5,1,0,0,0
"8195",8195,0,58,1,2,1,5,4,85400,6,0,0,0,1
"8197",8197,0,32,1,5,1,1,2.4,42600,5,0,0,0,1
"8198",8198,0,29,0,3,1,2,2.59,81000,4,0,0,1,0
"8199",8199,0,38,1,5,1,3,3.02,66400,5,0,0,1,0
"8201",8201,0,52,1,5,1,5,3.86,121600,9,0,1,0,0
"8203",8203,0,48,0,2,0,1,2.81,81000,6,0,1,0,0
"8204",8204,0,57,0,1,1,3,2.02,72000,5,1,0,0,0
"8206",8206,0,28,0,2,0,0,2.62,38000,4,0,0,1,0
"8207",8207,0,36,0,2,1,4,1.42,91000,7,0,1,0,0
"8208",8208,0,43,1,1,0,3,3.48,53400,6,1,0,0,0
"8209",8209,0,62,1,1,1,3,1.63,62600,5,0,1,0,0
"8210",8210,0,29,0,2,1,1,4,72000,6,1,0,0,0
"8211",8211,0,52,0,1,1,5,2.96,80000,10,0,0,0,1
"8212",8212,0,54,0,8,1,6,4,156000,9,1,0,0,0
"8213",8213,0,56,0,6,0,2,2,72000,5,1,0,0,0
"8214",8214,0,35,1,2,1,4,2.33,63000,6,1,0,0,0
"8217",8217,0,62,1,2,1,5,3.07,70600,9,0,1,0,0
"8222",8222,0,28,0,8,0,1,3.57,56000,6,0,1,0,0
"8223",8223,0,41,0,1,0,2,3.63,76000,7,0,1,0,0
"8224",8224,0,30,0,4,0,3,4,96000,9,1,0,0,0
"8225",8225,0,25,1,2,0,0,4,54000,6,0,1,0,0
"8226",8226,0,65,0,2,0,2,2.44,49000,4,0,1,0,0
"8227",8227,0,42,1,1,1,4,2.98,66600,5,0,0,0,1
"8234",8234,0,65,0,9,1,3,1.37,69000,5,0,0,0,1
"8236",8236,0,59,0,2,1,5,1.79,118000,6,0,0,0,1
"8238",8238,0,52,0,1,1,2,3.32,87000,7,1,0,0,0
"8239",8239,0,27,0,1,1,2,2.7,64000,4,0,0,1,0
"8240",8240,0,51,0,1,1,3,3.16,131000,9,1,0,0,0
"8243",8243,0,47,0,1,1,3,3.55,84000,6,0,1,0,0
"8245",8245,0,31,0,1,1,5,3.35,134000,8,0,1,0,0
"8246",8246,0,45,0,1,0,1,3.4,71000,6,1,0,0,0
"8248",8248,0,46,0,1,1,0,2.19,64000,5,1,0,0,0
"8250",8250,0,38,0,2,0,1,3.38,62000,3,0,1,0,0
"8255",8255,0,36,1,1,1,4,4,70800,8,0,0,1,0
"8257",8257,0,40,0,1,1,5,2.33,53000,6,1,0,0,0
"8258",8258,0,57,1,1,1,2,4,93600,10,0,1,0,0
"8260",8260,0,65,0,1,1,1,3.77,74000,3,0,0,0,1
"8261",8261,0,39,0,6,0,1,4,77000,6,1,0,0,0
"8263",8263,0,64,0,1,1,1,3.48,60000,7,0,1,0,0
"8266",8266,0,28,0,2,1,2,2.17,47000,6,0,0,0,1
"8270",8270,0,63,0,2,1,1,2.77,42000,1,0,0,0,1
"8271",8271,0,32,0,5,1,4,3.41,112000,8,0,1,0,0
"8272",8272,0,51,0,6,1,2,1.63,90000,5,0,1,0,0
"8276",8276,0,38,1,1,1,0,2.87,75400,4,0,1,0,0
"8278",8278,0,33,1,2,1,3,2.67,48400,4,0,0,1,0
"8281",8281,0,47,0,7,1,5,2.93,179000,8,1,0,0,0
"8286",8286,0,31,0,1,0,3,2.89,79000,6,1,0,0,0
"8290",8290,0,28,0,2,1,3,1.69,72000,5,0,1,0,0
"8292",8292,0,33,1,2,1,5,3.06,95400,9,1,0,0,0
"8293",8293,0,38,0,1,0,5,3.64,131000,7,1,0,0,0
"8294",8294,0,25,1,1,1,3,1.85,64000,7,0,1,0,0
"8296",8296,0,30,0,6,1,2,1.98,60000,7,0,1,0,0
"8297",8297,0,36,0,2,1,3,2.56,94000,10,0,1,0,0
"8298",8298,0,25,1,1,0,2,2.29,40000,5,0,0,1,0
"8303",8303,0,46,0,2,1,5,2.03,1e+05,7,1,0,0,0
"8304",8304,0,53,1,2,1,3,1.85,54400,8,0,0,1,0
"8315",8315,0,47,0,1,0,4,1.33,46000,6,0,0,1,0
"8317",8317,0,25,0,1,1,2,2.08,43000,4,1,0,0,0
"8321",8321,0,25,0,1,1,0,1.61,53000,5,1,0,0,0
"8322",8322,0,60,1,10,1,5,1.4,69000,7,0,0,1,0
"8325",8325,0,55,0,1,1,5,3.1,89000,9,0,0,0,1
"8326",8326,0,34,0,1,1,5,2.44,80000,6,1,0,0,0
"8328",8328,0,25,0,1,1,2,2.48,54000,5,1,0,0,0
"8329",8329,0,63,0,7,1,1,4,120000,8,0,1,0,0
"8332",8332,0,63,0,2,1,1,3.9,104000,9,1,0,0,0
"8334",8334,0,28,0,1,1,3,1.34,47000,5,1,0,0,0
"8336",8336,0,38,1,2,1,1,3.68,53400,5,1,0,0,0
"8337",8337,0,61,0,1,1,0,1.14,49000,3,1,0,0,0
"8340",8340,0,26,0,2,1,1,2.23,37000,6,0,0,0,1
"8342",8342,0,33,0,1,1,0,2.91,64000,3,1,0,0,0
"8345",8345,0,43,0,2,0,1,3.35,50000,3,1,0,0,0
"8346",8346,0,60,0,1,0,2,1.21,50000,6,0,1,0,0
"8351",8351,0,33,0,2,1,2,3.68,77000,4,0,1,0,0
"8352",8352,0,40,0,9,1,1,2.47,63000,5,1,0,0,0
"8354",8354,0,60,0,1,1,3,1.99,102000,7,0,1,0,0
"8357",8357,0,59,1,2,1,4,4,135200,10,1,0,0,0
"8360",8360,0,41,0,1,1,4,2.12,88000,8,1,0,0,0
"8362",8362,0,41,0,1,1,5,2.73,90000,6,0,1,0,0
"8364",8364,0,49,0,1,1,5,3.35,135000,9,1,0,0,0
"8365",8365,0,45,0,2,1,1,1.23,81000,4,0,1,0,0
"8367",8367,0,34,1,2,0,2,2.36,52200,4,0,0,0,1
"8369",8369,0,48,1,1,1,5,2.93,63400,10,1,0,0,0
"8379",8379,0,59,0,11,1,1,1.2,60000,5,1,0,0,0
"8380",8380,0,35,0,2,0,6,1.64,67000,4,0,0,1,0
"8381",8381,0,60,1,1,1,4,1.56,53000,4,0,0,1,0
"8383",8383,0,43,1,1,0,1,3.35,84400,4,1,0,0,0
"8385",8385,0,46,0,8,1,3,1.45,96000,9,0,1,0,0
"8386",8386,0,43,1,2,1,4,2.38,79400,6,0,0,1,0
"8387",8387,0,55,0,2,1,2,1.57,70000,4,0,0,0,1
"8390",8390,0,42,1,13,1,1,2.46,69600,7,0,1,0,0
"8394",8394,0,64,0,1,1,4,1.57,73000,4,0,0,0,1
"8396",8396,0,48,0,2,1,1,2,71000,5,0,1,0,0
"8397",8397,0,28,0,2,1,3,2.45,72000,6,1,0,0,0
"8401",8401,0,43,1,1,1,1,3.21,86400,5,0,1,0,0
"8402",8402,0,26,0,2,1,5,2.68,78000,8,0,1,0,0
"8404",8404,0,51,0,1,1,5,2.97,183000,8,0,1,0,0
"8405",8405,0,62,0,1,1,0,2.28,70000,5,1,0,0,0
